Date,gross_return,turnover,transaction_cost,net_return,gross_exposure,net_exposure,gross_equity,net_equity
2016-02-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-02-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-03-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-04-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-05-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-06-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-07-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-09-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2016-10-13,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0,0.9999125
2016-10-14,0.00044558585875987704,0.35,8.75e-05,0.000358085858759877,0.0,0.0,1.00044558585876,1.0002705545262474
2016-10-17,0.0,0.0,0.0,0.0,0.0,0.0,1.00044558585876,1.0002705545262474
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,1.00044558585876,1.0002705545262474
2016-10-19,0.0,0.0,0.0,0.0,0.0,0.0,1.00044558585876,1.0002705545262474
2016-10-20,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.00044558585876,1.0001830308527262
2016-10-21,0.0001450850294062535,0.35,8.75e-05,5.758502940625351e-05,0.0,0.0,1.0005907355360038,1.0002406264219694
2016-10-24,0.0,0.0,0.0,0.0,0.0,0.0,1.0005907355360038,1.0002406264219694
2016-10-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0005907355360038,1.0002406264219694
2016-10-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0005907355360038,1.0002406264219694
2016-10-27,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0005907355360038,1.0001531053671575
2016-10-28,0.0011937825622241854,0.35,8.75e-05,0.0011062825622241855,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-10-31,0.0,0.0,0.0,0.0,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-11-02,0.0,0.0,0.0,0.0,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-11-03,0.0,0.0,0.0,0.0,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-11-04,0.0,0.0,0.0,0.0,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-11-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-11-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-11-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0017852233080096,1.0012595573071794
2016-11-10,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0017852233080096,1.001171947095915
2016-11-11,0.0006933419249143893,0.35,8.75e-05,0.0006058419249143893,0.0,0.0,1.0024798030030888,1.0017784990355139
2016-11-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0024798030030888,1.0017784990355139
2016-11-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0024798030030888,1.0017784990355139
2016-11-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0024798030030888,1.0017784990355139
2016-11-17,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0024798030030888,1.0016908434168483
2016-11-18,-0.00025328200683235897,0.35,8.75e-05,-0.000340782006832359,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-11-21,0.0,0.0,0.0,0.0,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-11-22,0.0,0.0,0.0,0.0,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-11-23,0.0,0.0,0.0,0.0,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-11-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-11-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0022258929067753,1.0013494852010032
2016-12-02,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0022258929067753,1.001261867121048
2016-12-05,0.00015503576333139135,0.35,8.75e-05,6.753576333139135e-05,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-06,0.0,0.0,0.0,0.0,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-07,0.0,0.0,0.0,0.0,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-09,0.0,0.0,0.0,0.0,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0023812737631126,1.0013294881055386
2016-12-16,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.0023812737631126,1.0012418717753293
2016-12-19,-0.00035045182863779954,0.35,8.75e-05,-0.00043795182863779955,0.0,0.0,1.00202998741273,1.0008033760666766
2016-12-20,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2016-12-21,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2016-12-22,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2016-12-23,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2016-12-27,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2016-12-28,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2016-12-29,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2016-12-30,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-03,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-04,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-05,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-06,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-09,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-10,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-11,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-12,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-13,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-17,0.0,0.0,0.0,0.0,0.0,0.0,1.00202998741273,1.0008033760666766
2017-01-18,0.0,0.35,8.75e-05,-8.75e-05,0.35,0.0,1.00202998741273,1.0007158057712706
2017-01-19,0.00080730358147129,0.35,8.75e-05,0.0007198035814712899,0.0,0.0,1.00283892981031,1.0014361245922998
2017-01-20,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-01-23,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-01-24,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-01-25,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-01-26,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-01-27,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-01-30,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-01-31,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-02-02,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
2017-02-03,0.0,0.0,0.0,0.0,0.0,0.0,1.00283892981031,1.0014361245922998
